outcome,exposure_spec,coef,se,ci_low,ci_high,pval_cluster,pval_wbt,n_obs,n_clusters,r2_within,label
poverty,exposure_cov_hybrid,-0.00014216135530403302,0.0021613054843882813,-0.004723924304894711,0.0044396015942866456,0.948371274342233,0.9348934893489349,171933,17,,continuous_2021_2025
poverty,exposure_exp_hybrid,0.0035446045364597744,0.0021556089885300376,-0.0010250823813740205,0.008114291454293569,0.11960262167197411,0.09780978097809781,171933,17,,continuous_2021_2025
poverty,exposure_cov_sim,0.001429028831537071,0.0028693251695154796,-0.004725061595347226,0.007583119258421368,0.6261902031797302,0.678967896789679,160509,15,,continuous_2021_2025
poverty,exposure_exp_sim,0.0028242384458576244,0.0020911316159860248,-0.0016607928067932467,0.007309269698508496,0.19825821854057146,0.22562256225622562,160509,15,,continuous_2021_2025
poverty,exposure_cov_admin,-0.004791042657657967,0.0036556563407393705,-0.01254068790652314,0.002958602591207205,0.20850023738024226,0.2735273527352735,171933,17,,continuous_2021_2025
poverty,exposure_exp_admin,0.0016007485237131878,0.0017568729961855998,-0.0021236558509593884,0.005325152898385764,0.37574751332189593,0.39783978397839787,171933,17,,continuous_2021_2025
matdep,exposure_cov_hybrid,0.003982020848873117,0.0028649965470220356,-0.0020915005134094925,0.010055542211155725,0.18359976655958032,0.618061806180618,171933,17,,continuous_2021_2025
matdep,exposure_exp_hybrid,0.0011166027654815906,0.0036120612010516135,-0.006540624915739214,0.008773830446702395,0.761210449430135,0.7518751875187519,171933,17,,continuous_2021_2025
matdep,exposure_cov_sim,0.002840055564669266,0.00318141966526667,-0.003983410982074604,0.009663522111413135,0.3871048931704819,0.6502650265026503,160509,15,,continuous_2021_2025
matdep,exposure_exp_sim,0.00011651154231014626,0.00352762604134342,-0.007449493831115401,0.007682516915735693,0.9741182774194259,0.961896189618962,160509,15,,continuous_2021_2025
matdep,exposure_cov_admin,0.0069076706320854355,0.002825848398853786,0.0009171396365593972,0.012898201627611475,0.026464517826860545,0.1223122312231223,171933,17,,continuous_2021_2025
matdep,exposure_exp_admin,0.004503246335268196,0.002118954037455111,1.1264442460833142e-05,0.00899522822807556,0.04949311390299971,0.062006200620062006,171933,17,,continuous_2021_2025
poverty_gap,exposure_cov_hybrid,0.00105156707007992,0.001333986920356574,-0.001776358871475823,0.003879493011635663,0.4420512238077159,0.494949494949495,171933,17,,continuous_2021_2025
poverty_gap,exposure_exp_hybrid,0.000525818912894204,0.0015412053318153529,-0.002741390437209215,0.0037930282629976223,0.7374119381146034,0.7284728472847285,171933,17,,continuous_2021_2025
poverty_gap,exposure_cov_sim,0.0015699906435912164,0.0017690406639642377,-0.0022242242228645535,0.005364205510046987,0.38981200638183044,0.44744474447444743,160509,15,,continuous_2021_2025
poverty_gap,exposure_exp_sim,0.001060614618073043,0.0014780620840817622,-0.0021095132637815664,0.004230742499927652,0.4848237567847069,0.48584858485848587,160509,15,,continuous_2021_2025
poverty_gap,exposure_cov_admin,-0.001239100001434535,0.0029723494253627025,-0.007540199299398179,0.00506199929652911,0.6823087215516697,0.7218721872187218,171933,17,,continuous_2021_2025
poverty_gap,exposure_exp_admin,0.0003418978683872083,0.0011688157557664498,-0.002135880846075384,0.0028196765828498007,0.7736510393671392,0.7643764376437644,171933,17,,continuous_2021_2025
poverty_gap_sq,exposure_cov_hybrid,0.001319891468520774,0.0012581100644110763,-0.0013471827240278608,0.003986965661069409,0.3097183831803909,0.5064506450645064,171933,17,,continuous_2021_2025
poverty_gap_sq,exposure_exp_hybrid,9.089997829783274e-05,0.0014522803601121053,-0.0029877968530587712,0.0031695968096544366,0.9508672880937135,0.9497949794979498,171933,17,,continuous_2021_2025
poverty_gap_sq,exposure_cov_sim,0.001433994323637017,0.0015803331399275448,-0.001955483157354925,0.004823471804628959,0.3795493496961977,0.44874487448744876,160509,15,,continuous_2021_2025
poverty_gap_sq,exposure_exp_sim,0.0007610628575629051,0.0013170830046203214,-0.0020637992376295435,0.0035859249527553537,0.5725497395751316,0.5895589558955896,160509,15,,continuous_2021_2025
poverty_gap_sq,exposure_cov_admin,9.597142962940709e-05,0.0023916409460131628,-0.004974080885658432,0.0051660237449172456,0.9684876514388157,0.9571957195719571,171933,17,,continuous_2021_2025
poverty_gap_sq,exposure_exp_admin,0.00041137907717682967,0.0009758420943822737,-0.0016573137499073197,0.002480071904260979,0.6789530694377794,0.6717671767176717,171933,17,,continuous_2021_2025
poverty,exposure_cov_hybrid,0.00025869699830438674,0.0022542535272634073,-0.004520106999929515,0.005037500996538288,0.9100635798699719,0.9060906090609061,151307,17,,continuous_covid_robust_2022_2025
poverty,exposure_exp_hybrid,0.0030027841313450096,0.0022861177958527126,-0.0018435690987271699,0.007849137361417189,0.2075436021770083,0.18261826182618263,151307,17,,continuous_covid_robust_2022_2025
poverty,exposure_cov_sim,0.0019882448211859653,0.0028440228814360902,-0.004111577595051796,0.008088067237423726,0.4959433044096251,0.5059505950595059,141291,15,,continuous_covid_robust_2022_2025
poverty,exposure_exp_sim,0.002279753443398573,0.002188980922921759,-0.0024151437001900446,0.00697465058698719,0.3153105255025541,0.3122312231223122,141291,15,,continuous_covid_robust_2022_2025
poverty,exposure_cov_admin,-0.004965985854451858,0.004357169454641951,-0.014202772470952314,0.004270800762048597,0.2711753318487178,0.43314331433143316,151307,17,,continuous_covid_robust_2022_2025
poverty,exposure_exp_admin,0.0012196260392313908,0.0018703367758356126,-0.0027453108031909204,0.005184562881653702,0.523601823105444,0.5124512451245125,151307,17,,continuous_covid_robust_2022_2025
matdep,exposure_cov_hybrid,0.0037907829711277975,0.003171583793244036,-0.0029326743190944823,0.010514240261350078,0.24941167460149827,0.6393639363936393,151307,17,,continuous_covid_robust_2022_2025
matdep,exposure_exp_hybrid,0.0012859600070668775,0.0037960886383152075,-0.006761388413611128,0.009333308427744883,0.7391961025977394,0.7427742774277428,151307,17,,continuous_covid_robust_2022_2025
matdep,exposure_cov_sim,0.002524757636218318,0.00338724169800592,-0.004740153266424877,0.009789668538861514,0.4683765316540365,0.6905690569056906,141291,15,,continuous_covid_robust_2022_2025
matdep,exposure_exp_sim,0.0006027988005886523,0.0036860433990245594,-0.007302978012726516,0.008508575613903821,0.8724341644509206,0.8618861886188619,141291,15,,continuous_covid_robust_2022_2025
matdep,exposure_cov_admin,0.007099076785193774,0.0029655393354105124,0.0008124142330079515,0.013385739337379597,0.029274894732984835,0.14391439143914392,151307,17,,continuous_covid_robust_2022_2025
matdep,exposure_exp_admin,0.004829538470921683,0.0020717798599218136,0.00043756136705356153,0.009221515574789806,0.03315063960417142,0.04750475047504751,151307,17,,continuous_covid_robust_2022_2025
poverty_gap,exposure_cov_hybrid,0.0011980488230221885,0.001313485987502544,-0.001586417082337317,0.003982514728381694,0.3752475287950585,0.47114711471147114,151307,17,,continuous_covid_robust_2022_2025
poverty_gap,exposure_exp_hybrid,0.00010604344432131286,0.0015109911329350305,-0.0030971146654639853,0.003309201554106611,0.9449189909248457,0.9421942194219421,151307,17,,continuous_covid_robust_2022_2025
poverty_gap,exposure_cov_sim,0.0017686255392727742,0.0017002982618940716,-0.0018781515383274102,0.005415402616872959,0.3158852659764908,0.38283828382838286,141291,15,,continuous_covid_robust_2022_2025
poverty_gap,exposure_exp_sim,0.0007616706155084612,0.0014543760516332578,-0.0023576557792610066,0.0038809970102779293,0.6086717211828117,0.5807580758075808,141291,15,,continuous_covid_robust_2022_2025
